id,year,q01_happy,q02_satisfied_general,q03_satisfied_somerville,q04_satisfied_neighborhood,q06a_city_services,q06b_cost_housing,q06c_quality_schools,q06d_trust_police,q06e_sidewalks,q06f_events,q09_safe_at_night,q11_beauty,q10_parks,d01_gender,d02_age,d04_race,d05_num_children,d06_housing_status,d07_plan_to_move,d10_how_long_lived_here,d08_hhi,d09_is_student,d13_ward,q05_city_direction,q07_safe_crossing_street,q08_convenient,q12_housing_condition,move_why,d11_transportation_mode,d12_transportation_month,d03_language,Unnamed: 0,gender,age,hhi,ethnicity,race,f01_how_long_lived_here,f02_housing_status,f03_city_direction,f04_english,f04_spanish,f04_portuguese,f04_chinese,f04_other,f05_num_children,f06_plan_to_move,f07_is_student,f08_car,f08_walk,f08_bike,f08_public,f09_car,f09_walk,f09_bike,f09_public,f10_move_cat1,f10_move_subcat1,f10_move_cat2,f10_move_subcat2,weight
7443,2019,6.0,6.0,7.0,7.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,Male,33.0,White,No,Rent,,9 years,"$75,000 to $99,999",No,7.0,Wrong track,4.0,4.0,1.0,,"Public transit, Car","Walk, Public transit, Car",English,52,Male,25 to 34 Years,5.0,non-hispanic,white,9.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,86.31126172103221
7444,2019,7.0,8.0,7.0,7.0,5.0,2.0,3.0,4.0,2.0,3.0,8.0,5.0,7.0,Male,36.0,White,Yes,Own,Yes,6 years,"$150,000 to 200,000",No,7.0,Right direction,8.0,3.0,6.0,"Cost of living, space",Car,"Walk, Car",English,53,Male,35 to 44 Years,7.0,non-hispanic,white,6.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Cost,General,Atmosphere,Space,59.501869369653015
7445,2019,10.0,10.0,10.0,10.0,4.0,2.0,3.0,4.0,4.0,5.0,9.0,10.0,9.0,Female,58.0,Hispanic/Latino,No,Own,No,1.5 years,"$100,000 to $149,999",No,1.0,Not sure,7.0,6.0,10.0,,"Public transit, Car","Public transit, Car",English,54,Female,55 to 64 Years,6.0,hispanic,,1.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,24.130524766941942
7446,2019,10.0,6.0,9.0,10.0,5.0,1.0,3.0,4.0,4.0,5.0,9.0,10.0,10.0,Female,38.0,White,Yes,Own,No,13 years,"$25,000 to $49,999",No,6.0,Not sure,10.0,4.0,10.0,,Car,"Walk, Public transit, Car",English,55,Female,35 to 44 Years,3.0,non-hispanic,white,13.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,38.71842631342501
7447,2019,7.0,9.0,9.0,9.0,5.0,2.0,3.0,2.0,1.0,4.0,6.0,9.0,9.0,non999binary transgender,31.0,White,No,Rent,No,1 year,"$100,000 to $149,999",No,1.0,Right direction,2.0,5.0,9.0,,"Walk, Bike, Public transit, Car","Walk, Bike, Public transit, Car",English,56,Nonbinary,25 to 34 Years,6.0,non-hispanic,white,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,30.72370739949583
7448,2019,8.0,9.0,8.0,8.0,4.0,1.0,,4.0,2.0,5.0,9.0,7.0,6.0,Male,31.0,White,No,Rent,Yes,1 year,"$50,000 to 74,999",No,6.0,Not sure,9.0,9.0,7.0,Employment,Walk,"Walk, Bike, Public transit",English,57,Male,25 to 34 Years,4.0,non-hispanic,white,1.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Job / school,,,,73.31579154673922
7449,2019,9.0,9.0,9.0,10.0,5.0,2.0,4.0,5.0,2.0,5.0,8.0,10.0,10.0,Female,61.0,White,No,Own,No,5 years,,No,3.0,Right direction,7.0,9.0,10.0,,Car,"Walk, Public transit, Car",English,58,Female,55 to 64 Years,,non-hispanic,white,5.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,24.130524766941942
7450,2019,7.0,8.0,7.0,8.0,4.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,8.0,Female,29.0,"Asian, White",No,Rent,No,6 years,"$100,000 to $149,999",No,5.0,Right direction,6.0,6.0,8.0,,Car,"Walk, Public transit, Car",English,59,Female,25 to 34 Years,6.0,non-hispanic,two_or_more,6.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,54.0607271518136
7451,2019,8.0,8.0,7.0,6.0,5.0,2.0,3.0,3.0,2.0,4.0,10.0,7.0,8.0,Male,37.0,White,No,Own,Yes,15 years,"$150,000 to 200,000",No,4.0,Right direction,7.0,6.0,7.0,Nature,Car,"Walk, Public transit, Car",English,60,Male,35 to 44 Years,7.0,non-hispanic,white,15.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Atmosphere,Nature,,,59.501869369653015
7452,2019,7.0,6.0,7.0,6.0,3.0,1.0,3.0,3.0,2.0,3.0,8.0,6.0,7.0,Female,36.0,White,No,Own,Yes,9 years,"$150,000 to 200,000",No,4.0,Right direction,8.0,4.0,7.0,Cheaper Housing,Car,"Walk, Car",English,61,Female,35 to 44 Years,7.0,non-hispanic,white,9.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Cost,Housing,,,29.458334609797493
7453,2019,8.0,9.0,9.0,9.0,5.0,1.0,5.0,,3.0,5.0,9.0,9.0,10.0,Male,31.0,White,No,Rent,No,9 years,"$100,000 to $149,999",No,5.0,Not sure,4.0,8.0,10.0,,Walk,"Walk, Public transit, Car",English,62,Male,25 to 34 Years,6.0,non-hispanic,white,9.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,84.10426191166913
7454,2019,5.0,1.0,7.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,9.0,9.0,Female,84.0,White,No,Own,No,78 years,"$25,000 to $49,999",No,6.0,Wrong track,2.0,10.0,9.0,,Walk,Car,Portuguese,63,Female,75 Years & Over,3.0,non-hispanic,white,78.0,Own,wrong,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,8.636631229972478
7455,2019,8.0,8.0,9.0,7.0,4.0,2.0,2.0,,3.0,4.0,8.0,8.0,9.0,Female,42.0,White,Yes,Own,No,19 years,"$200,000 or more",No,3.0,Not sure,6.0,9.0,8.0,,Car,"Walk, Bike, Public transit, Car",English,64,Female,35 to 44 Years,8.0,non-hispanic,white,19.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,22.39336404409937
7456,2019,8.0,8.0,9.0,8.0,4.0,2.0,4.0,3.0,3.0,5.0,9.0,8.0,9.0,Female,35.0,White,Yes,Own,No,13 years,"$150,000 to 200,000",No,3.0,Right direction,6.0,7.0,8.0,,Bike,"Walk, Bike, Public transit, Car",English,65,Female,35 to 44 Years,7.0,non-hispanic,white,13.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,29.458334609797493
7457,2019,7.0,8.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,8.0,9.0,Female,77.0,White,No,Own,No,35 years,"$50,000 to 74,999",No,6.0,Right direction,8.0,9.0,9.0,,Walk,"Walk, Public transit, Car",English,66,Female,75 Years & Over,4.0,non-hispanic,white,35.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,0.0
7458,2019,9.0,10.0,7.0,10.0,5.0,1.0,4.0,4.0,3.0,4.0,10.0,9.0,10.0,Male,35.0,White,No,Rent,Yes,9 years,"$200,000 or more",No,2.0,Not sure,10.0,10.0,10.0,Cost to buy housing too high,Walk,Walk,English,67,Male,35 to 44 Years,8.0,non-hispanic,white,9.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Cost,Housing,,,52.43689880395491
7459,2019,8.0,9.0,10.0,10.0,5.0,2.0,4.0,3.0,4.0,5.0,7.0,6.0,8.0,Female,26.0,White,No,Rent,No,2.5 years,"$25,000 to $49,999",No,4.0,Right direction,3.0,8.0,6.0,,"Walk, Public transit","Walk, Bike, Public transit, Car",English,68,Female,25 to 34 Years,3.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,61.34702366762876
7460,2019,6.0,6.0,9.0,7.0,4.0,2.0,3.0,3.0,3.0,4.0,6.0,7.0,7.0,Female,34.0,Asian,No,Rent,,2.5 years,"$50,000 to 74,999",No,7.0,Not sure,6.0,7.0,8.0,,"Walk, Public transit","Walk, Public transit, Car",English,69,Female,25 to 34 Years,4.0,non-hispanic,asian,2.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,43.27225678688361
7461,2019,2.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,9.0,1.0,Female,,White,No,,No,,,No,7.0,Wrong track,1.0,1.0,,,Car,Car,,70,Female,75 Years & Over,,non-hispanic,white,,Other,wrong,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,3.55733452352042
7462,2019,9.0,9.0,9.0,9.0,4.0,2.0,,4.0,3.0,4.0,9.0,8.0,9.0,Female,35.0,Asian,No,Own,Yes,6 years,"$200,000 or more",No,3.0,,7.0,9.0,10.0,Move to single family,Car,"Walk, Car",English,71,Female,35 to 44 Years,8.0,non-hispanic,asian,6.0,Own,no_answer,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Other,Housing,,,22.39336404409937
7463,2019,8.0,8.0,9.0,10.0,5.0,2.0,4.0,3.0,2.0,4.0,7.0,7.0,9.0,Female,,White,No,Own,No,38,,No,1.0,,2.0,8.0,9.0,,Walk,"Walk, Public transit, Car",English,72,Female,75 Years & Over,,non-hispanic,white,38.0,Own,no_answer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,0.0
7464,2019,6.0,8.0,6.0,6.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,Female,58.0,White,No,Own,No,14 years,"$100,000 to $149,999",No,4.0,Not sure,5.0,6.0,7.0,,Car,"Walk, Bike, Public transit, Car",English,73,Female,55 to 64 Years,6.0,non-hispanic,white,14.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,24.130524766941942
7465,2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Female,74.0,White,No,Own,Yes,65 years,"$10,000 to $24,999",No,4.0,Wrong track,1.0,1.0,1.0,"Somerville sucks, too many bikes, taxes too high, water bills too high",Car,Car,English,74,Female,65 to 74 Years,2.0,non-hispanic,white,65.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Atmosphere,Traffic / bikes,Cost,Taxes,47.57392607399151
7466,2019,10.0,7.0,10.0,8.0,3.0,1.0,3.0,4.0,4.0,5.0,9.0,10.0,10.0,Female,35.0,White,No,Rent,Yes,9 years,"$100,000 to $149,999",No,7.0,Right direction,10.0,10.0,5.0,Buy a house,Public transit,"Walk, Public transit, Car",English,75,Female,35 to 44 Years,6.0,non-hispanic,white,9.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Other,Housing,,,31.432129797609843
7467,2019,8.0,9.0,8.0,8.0,2.0,1.0,3.0,4.0,2.0,5.0,10.0,10.0,4.0,Female,30.0,White,No,Rent,,2 years,"$75,000 to $99,999",No,3.0,Not sure,10.0,10.0,10.0,,"Walk, Bike","Walk, Bike, Public transit, Car",English,76,Female,25 to 34 Years,5.0,non-hispanic,white,2.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,56.26772696117672
7468,2019,4.0,3.0,7.0,8.0,3.0,1.0,4.0,2.0,1.0,3.0,6.0,7.0,9.0,Female,21.0,White,No,Rent,Yes,3 years,"$10,000 to $24,999",Yes,5.0,Wrong track,8.0,7.0,2.0,,"Walk, Bike, Public transit","Walk, Bike, Public transit, Car",English,77,Female,18 to 24 Years,2.0,non-hispanic,white,3.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No Answer,,,,250.52884518646303
7469,2019,3.0,10.0,3.0,6.0,5.0,5.0,3.0,5.0,3.0,4.0,10.0,10.0,10.0,Male,64.0,White,No,Own,No,39 years,"$75,000 to $99,999",No,6.0,Wrong track,10.0,1.0,10.0,,Car,Car,English,78,Male,55 to 64 Years,5.0,non-hispanic,white,39.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,56.38105933616056
7470,2019,5.0,6.0,6.0,7.0,5.0,1.0,3.0,2.0,3.0,5.0,10.0,7.0,9.0,Female,61.0,White,No,Rent,Yes,11 years,"$25,000 to $49,999",No,5.0,Right direction,7.0,9.0,10.0,Cost of housing,"Bike, Car","Walk, Bike, Car",English,79,Female,55 to 64 Years,3.0,non-hispanic,white,11.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Cost,Housing,,,31.416821282757105
7471,2019,8.0,9.0,6.0,7.0,4.0,2.0,,3.0,2.0,4.0,8.0,5.0,7.0,Female,49.0,White,No,Own,No,13 years,"$200,000 or more",No,6.0,Not sure,6.0,8.0,7.0,,Walk,"Walk, Public transit, Car",English,80,Female,45 to 54 Years,8.0,non-hispanic,white,13.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,29.65720152635937
7472,2019,8.0,10.0,8.0,8.0,4.0,1.0,4.0,3.0,5.0,5.0,9.0,10.0,10.0,Male,50.0,,Yes,Rent,Yes,2 years,"$100,000 to $149,999",,2.0,Right direction,10.0,10.0,8.0,Too expensive,"Walk, Public transit","Walk, Public transit",English,81,Male,45 to 54 Years,6.0,,,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Cost,General,,,68.73950203972537
7473,2019,9.0,9.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,9.0,5.0,9.0,Female,52.0,White,No,Own,No,,"$150,000 to 200,000",No,7.0,Wrong track,9.0,1.0,8.0,,Car,"Public transit, Car",,82,Female,45 to 54 Years,7.0,non-hispanic,white,,Own,wrong,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,36.72217209205749
7474,2019,8.0,8.0,8.0,8.0,4.0,2.0,4.0,4.0,2.0,5.0,8.0,7.0,7.0,Male,30.0,White,No,Own,No,12 years,"$150,000 to 200,000",No,2.0,Right direction,8.0,6.0,7.0,,Bike,"Walk, Bike, Public transit, Car",English,83,Male,25 to 34 Years,7.0,non-hispanic,white,12.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,82.13046672385674
7475,2019,9.0,9.0,9.0,10.0,3.0,2.0,3.0,2.0,2.0,3.0,8.0,9.0,9.0,non999binary,31.0,White,No,Rent,No,1 month,"$100,000 to $149,999",No,3.0,Not sure,5.0,7.0,7.0,,Bike,"Walk, Bike, Public transit",English,84,Nonbinary,25 to 34 Years,6.0,non-hispanic,white,0.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,30.72370739949583
7476,2019,6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,Male,42.0,Asian,No,Rent,No,6 months,"$100,000 to $149,999",No,5.0,Not sure,6.0,8.0,5.0,,Public transit,Public transit,English,85,Male,35 to 44 Years,6.0,non-hispanic,asian,0.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,61.47566455746538
7477,2019,6.0,7.0,7.0,8.0,5.0,3.0,3.0,4.0,4.0,4.0,7.0,8.0,8.0,Male,42.0,White,Yes,Own,No,5 years,"$200,000 or more",No,7.0,Right direction,7.0,8.0,9.0,,Car,"Walk, Bike, Public transit, Car","French, English",86,Male,35 to 44 Years,8.0,non-hispanic,white,5.0,Own,right,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,52.43689880395491
7478,2019,3.0,4.0,6.0,4.0,4.0,1.0,,4.0,1.0,5.0,5.0,9.0,7.0,Female,71.0,White,No,Rent,No,30 years,"Less than $10,000",No,7.0,Not sure,3.0,1.0,10.0,,Public transit,"Walk, Public transit",English,87,Female,65 to 74 Years,1.0,non-hispanic,white,30.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,22.95180105062071
7479,2019,9.0,9.0,7.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,8.0,8.0,8.0,Female,69.0,White,No,Own,No,50 years,"$25,000 to $49,999",No,7.0,Not sure,8.0,8.0,8.0,,Car,"Walk, Car",English,88,Female,65 to 74 Years,3.0,non-hispanic,white,50.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,16.696060354262762
7480,2019,9.0,10.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,4.0,6.0,9.0,9.0,Female,37.0,Hispanic/Latino,Yes,Rent,Yes,37 years,"$50,000 to 74,999",No,4.0,Wrong track,9.0,8.0,1.0,Rent too expensive,"Walk, Car","Walk, Car",English,89,Female,35 to 44 Years,4.0,hispanic,,37.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Cost,Housing,,,20.643659432679907
7481,2019,8.0,8.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,6.0,5.0,Female,23.0,White,No,Own,Yes,23 years,"$25,000 to $49,999",Yes,4.0,Not sure,2.0,2.0,10.0,Too expensive here,Car,Car,Portuguese,90,Female,18 to 24 Years,3.0,non-hispanic,white,23.0,Own,unsure,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Cost,General,,,219.65097946673416
7482,2019,8.0,8.0,5.0,7.0,5.0,1.0,,3.0,1.0,4.0,9.0,5.0,7.0,Male,37.0,White,Yes,Own,No,14 years,"$200,000 or more",No,3.0,Right direction,3.0,3.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English,91,Male,35 to 44 Years,8.0,non-hispanic,white,14.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,52.43689880395491
7483,2019,7.0,7.0,5.0,6.0,4.0,3.0,3.0,3.0,1.0,3.0,7.0,6.0,6.0,Female,30.0,White,No,Rent,Yes,2 years,"$50,000 to 74,999",No,2.0,Right direction,7.0,3.0,6.0,Too expensive/construction,Car,"Walk, Bike, Public transit, Car",English,92,Female,25 to 34 Years,4.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Cost,General,Atmosphere,Construction,43.27225678688361
7484,2019,4.0,3.0,7.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,8.0,6.0,8.0,Female,61.0,White,No,Rent,Yes,13 years,"$25,000 to $49,999",No,4.0,Right direction,4.0,3.0,4.0,Rent,Public transit,"Walk, Bike, Public transit",English,93,Female,55 to 64 Years,3.0,non-hispanic,white,13.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Cost,Housing,,,31.416821282757105
7485,2019,9.0,9.0,8.0,8.0,5.0,3.0,4.0,2.0,2.0,4.0,8.0,2.0,5.0,Female,31.0,White,Yes,Own,No,1 year,"$200,000 or more",No,3.0,Right direction,7.0,9.0,8.0,,Car,"Walk, Public transit, Car",English,94,Female,25 to 34 Years,8.0,non-hispanic,white,1.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,45.02196139830312
7486,2019,9.0,9.0,9.0,9.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,8.0,8.0,Female,71.0,Hispanic/Latino,No,Rent,No,2 years,"$10,000 to $24,999",No,1.0,Right direction,7.0,9.0,8.0,,"Walk, Public transit, Car","Walk, Public transit, Car","Spanish,English",95,Female,65 to 74 Years,2.0,hispanic,,2.0,Rent,right,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,47.57392607399151
7487,2019,9.0,9.0,10.0,10.0,3.0,3.0,,4.0,1.0,2.0,5.0,9.0,9.0,Female,80.0,White,No,Rent,No,40 years,"$10,000 to $24,999",No,7.0,Not sure,1.0,3.0,9.0,,Car,"Walk, Car",English,96,Female,75 Years & Over,2.0,non-hispanic,white,40.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,39.51449694970123
7488,2019,8.0,7.0,8.0,7.0,5.0,2.0,3.0,4.0,4.0,5.0,9.0,3.0,7.0,Female,31.0,White,No,Rent,No,2 years,"$75,000 to $99,999",No,2.0,Right direction,9.0,6.0,7.0,,Public transit,"Walk, Public transit, Car",English,97,Female,25 to 34 Years,5.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,56.26772696117672
7489,2019,9.0,9.0,7.0,7.0,5.0,1.0,3.0,5.0,4.0,4.0,9.0,8.0,10.0,Female,62.0,White,No,Own,Yes,22 years,"$100,000 to $149,999",,5.0,Right direction,10.0,9.0,10.0,It's noisy and crowded,Public transit,"Walk, Public transit, Car",English,98,Female,55 to 64 Years,6.0,non-hispanic,white,22.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Atmosphere,Noise,Atmosphere,Crowds,24.130524766941942
7490,2019,10.0,10.0,10.0,10.0,4.0,3.0,5.0,5.0,4.0,4.0,9.0,7.0,7.0,Female,51.0,White,No,Own,No,51 years,"$100,000 to $149,999",No,4.0,Wrong track,9.0,9.0,9.0,,Car,"Walk, Public transit, Car",English,99,Female,45 to 54 Years,6.0,non-hispanic,white,51.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,38.69596727986983
7491,2019,10.0,10.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,7.0,7.0,7.0,Female,60.0,,No,Own,,60 years,"$150,000 to 200,000",No,5.0,Wrong track,5.0,2.0,7.0,,Car,"Walk, Car",English,100,Female,55 to 64 Years,7.0,,,60.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,22.156729579129568
7492,2019,7.0,7.0,7.0,7.0,4.0,2.0,3.0,4.0,3.0,,4.0,6.0,8.0,Male,63.0,White,No,Own,No,,"$25,000 to $49,999",No,4.0,Right direction,7.0,7.0,8.0,,Car,Car,Russian,101,Male,55 to 64 Years,3.0,non-hispanic,white,,Own,right,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,61.4603560426126
7493,2019,4.0,5.0,6.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,6.0,7.0,Female,29.0,White,No,Rent,No,2 years,"$50,000 to 74,999",No,3.0,Not sure,5.0,6.0,5.0,,Walk,"Walk, Public transit, Car",English,102,Female,25 to 34 Years,4.0,non-hispanic,white,2.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,43.27225678688361
7494,2019,6.0,8.0,6.0,9.0,4.0,2.0,3.0,4.0,4.0,4.0,10.0,9.0,9.0,Male,24.0,White,No,Rent,Yes,2 years,"$10,000 to $24,999",No,5.0,Not sure,9.0,7.0,7.0,Touring schedule of a professional musician,Car,Car,English,103,Male,18 to 24 Years,2.0,non-hispanic,white,2.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Job / school,,,,280.5723799463185
7495,2019,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Female,45.0,Hispanic/Latino,Yes,Rent,No,25 years,"$25,000 to $49,999",No,7.0,Right direction,10.0,10.0,10.0,,"Public transit, Car",Car,Spanish,104,Female,45 to 54 Years,3.0,hispanic,,25.0,Rent,right,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,45.98226379568499
7496,2019,7.0,7.0,7.0,10.0,4.0,3.0,3.0,4.0,1.0,4.0,7.0,6.0,6.0,Female,78.0,White,No,Rent,No,2.5 years,"$10,000 to $24,999",No,6.0,,1.0,4.0,9.0,,Public transit,"Walk, Public transit, Car",English,105,Female,75 Years & Over,2.0,non-hispanic,white,2.0,Rent,no_answer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,39.51449694970123
